Date and Time:                Wed Oct 2 16:27:52.000 2024
177.04883	1144.72
177.19745	1144.17
177.34607	1145.4
177.49469	1147.99
177.64331	1150.48
177.79193	1147.02
177.94055	1150.38
178.08917	1148.96
178.23779	1146.17
178.38641	1145.04
178.53503	1145
178.68365	1145.06
178.83228	1146.68
178.9809	1150.38
179.12952	1148.47
179.27814	1147.52
179.42676	1148.88
179.57538	1148.86
179.724	1147.13
179.87262	1146.12
180.02122	1146.79
180.16985	1148.71
180.31847	1148.69
180.46709	1147.58
180.61571	1149
180.76433	1149.41
180.91295	1149.02
181.06157	1149.39
181.21019	1149.96
181.35881	1150.22
181.50743	1149.23
181.65605	1142.7
181.80467	1142.77
181.95329	1146.61
182.10191	1149.39
182.25053	1148.47
182.39915	1145.63
182.54778	1144.5
182.6964	1144.86
182.84502	1145.06
182.99364	1145.57
183.14226	1145.4
183.29088	1148.21
183.4395	1151.23
183.5881	1150.34
183.73672	1148.89
183.88535	1150.63
184.03397	1145.47
184.18259	1147.24
184.33121	1149.58
184.47983	1149.52
184.62845	1150.35
184.77707	1150.05
184.92569	1146.6
185.07431	1144.11
185.22293	1143.95
185.37155	1146.75
185.52017	1148.69
185.66879	1149.82
185.81741	1148.02
185.96603	1146.04
186.11465	1147.42
186.26328	1148.42
186.4119	1147.89
186.56052	1149.3
186.70914	1149.32
186.85776	1148.76
187.00638	1146.41
187.15498	1145.54
187.3036	1148.03
187.45222	1148.65
187.60085	1147.67
187.74947	1145.8
187.89809	1148.37
188.04671	1149.86
188.19533	1148.93
188.34395	1148.26
188.49257	1146.48
188.64119	1144.73
188.78981	1148.76
188.93843	1148.5
189.08705	1149.09
189.23567	1151.58
189.38429	1151.42
189.53291	1150.75
189.68153	1149.23
189.83015	1146.83
189.97878	1151.01
190.1274	1153.48
190.27602	1151.4
190.42464	1150.03
190.57324	1148.39
190.72186	1147.1
190.87048	1147
191.0191	1147.71
191.16772	1149.61
191.31635	1149.39
191.46497	1147.13
191.61359	1147.38
191.76221	1147.84
191.91083	1146.43
192.05945	1147.74
192.20807	1150.19
192.35669	1148.38
192.50531	1149.14
192.65393	1147.76
192.80255	1148.24
192.95117	1147.93
193.09979	1148.14
193.24841	1148.6
193.39703	1147.72
193.54565	1147.1
193.69427	1147.27
193.8429	1148.46
193.99152	1148.11
194.14012	1147.06
194.28874	1149.85
194.43736	1152.86
194.58598	1151.06
194.7346	1147.29
194.88322	1144.91
195.03185	1146.85
195.18047	1149.06
195.32909	1148.65
195.47771	1148.41
195.62633	1146.78
195.77495	1144.31
195.92357	1145.13
196.07219	1148.64
196.22081	1149.81
196.36943	1150.17
196.51805	1151.25
196.66667	1150.09
196.81529	1147.21
196.96391	1147.63
197.11253	1150.96
197.26115	1149.95
197.40977	1147.42
197.5584	1145.95
197.707	1144.28
197.85562	1146.3
198.00424	1150.61
198.15286	1152.49
198.30148	1151.68
198.4501	1150.26
198.59872	1148.24
198.74734	1148.27
198.89597	1149.37
199.04459	1149.13
199.19321	1146.12
199.34183	1146.81
199.49045	1149.69
199.63907	1150
199.78769	1149.55
199.93631	1147.43
200.08493	1146.3
200.23355	1146.91
200.38217	1150.42
200.53079	1152.22
200.67941	1149.1
200.82803	1146.35
200.97665	1149.96
201.12527	1150.83
201.27388	1148.5
201.4225	1146.76
201.57112	1148.57
201.71974	1151.34
201.86836	1150.26
202.01698	1147.81
202.1656	1148.61
202.31422	1146.82
202.46284	1146.93
202.61147	1147.72
202.76009	1148.08
202.90871	1149.19
203.05733	1151.31
203.20595	1151.48
203.35457	1150.03
203.50319	1151.51
203.65181	1149.18
203.80043	1150.72
203.94905	1150.48
204.09767	1148.26
204.24629	1148.04
204.39491	1148.31
204.54353	1148.78
204.69215	1152.07
204.84076	1153.67
204.98938	1154
205.138	1153.84
205.28662	1151.45
205.43524	1148.47
205.58386	1148.37
205.73248	1150.86
205.8811	1152.34
206.02972	1150.69
206.17834	1148.21
206.32697	1145.83
206.47559	1146.31
206.62421	1147.54
206.77283	1147.99
206.92145	1149.02
207.07007	1149.97
207.21869	1149.36
207.36731	1151.46
207.51593	1148.14
207.66455	1149.75
207.81317	1150.06
207.96179	1150.45
208.11041	1151.89
208.25902	1151.01
208.40764	1148.84
208.55626	1146.77
208.70488	1144.2
208.8535	1147.3
209.00212	1151.5
209.15074	1150.01
209.29936	1148.85
209.44798	1151.09
209.5966	1150.55
209.74522	1147.42
209.89384	1149.43
210.04247	1148.62
210.19109	1148.09
210.33971	1149.15
210.48833	1150.41
210.63695	1150.6
210.78557	1150.35
210.93419	1150.44
211.08281	1149.35
211.23143	1149.16
211.38005	1151.3
211.52867	1150.45
211.67729	1151.11
211.8259	1153.67
211.97452	1153.89
212.12314	1151.83
212.27176	1149.69
212.42038	1147.14
212.569	1148.35
212.71762	1150.99
212.86624	1148.77
213.01486	1146.67
213.16348	1148.4
213.3121	1150.4
213.46072	1150.08
213.60934	1149.85
213.75797	1149.59
213.90659	1151.16
214.05521	1151.92
214.20383	1150.98
214.35245	1148.9
214.50107	1147.92
214.64969	1151.48
214.79831	1156.57
214.94693	1155.18
215.09555	1150.19
215.24417	1152.31
215.39278	1152.62
215.5414	1151.41
215.69002	1151.55
215.83864	1149.81
215.98726	1151.48
216.13588	1154.15
216.2845	1152.04
216.43312	1150.56
216.58174	1151.68
216.73036	1150.89
216.87898	1149.79
217.0276	1152.25
217.17622	1153.59
217.32484	1153.14
217.47346	1153.12
217.62209	1153.61
217.77071	1152.77
217.91933	1151.17
218.06795	1151.39
218.21657	1150.28
218.36519	1146.01
218.51381	1148.41
218.66243	1154.35
218.81105	1155.43
218.95966	1156.48
219.10828	1153.8
219.2569	1151.27
219.40552	1154.21
219.55414	1157.41
219.70276	1155.85
219.85138	1155.49
220	1153.38
220.14862	1155.68
220.29724	1156.85
220.44586	1156.77
220.59448	1157.78
220.7431	1158.58
220.89172	1158.17
221.04034	1158.53
221.18896	1155.83
221.33759	1153.36
221.48621	1156.41
221.63483	1158.52
221.78345	1155.42
221.93207	1154.14
222.08069	1157.5
222.22931	1158.29
222.37793	1160.46
222.52654	1160.37
222.67516	1159.22
222.82378	1159.86
222.9724	1160.44
223.12102	1160.83
223.26964	1162.26
223.41826	1163.55
223.56688	1163.03
223.7155	1162.57
223.86412	1162.39
224.01274	1164.35
224.16136	1165.43
224.30998	1164.71
224.4586	1165.32
224.60722	1167.47
224.75584	1167.38
224.90446	1164.96
225.05309	1165.86
225.20171	1164.03
225.35033	1163.38
225.49895	1165.52
225.64757	1168.24
225.79619	1170.66
225.94479	1171.3
226.09341	1170.63
226.24203	1173.16
226.39066	1171.88
226.53928	1169.17
226.6879	1171.1
226.83652	1174.14
226.98514	1172.31
227.13376	1171.8
227.28238	1175.32
227.431	1176.15
227.57962	1173.17
227.72824	1174.8
227.87686	1178.2
228.02548	1180.25
228.1741	1179.81
228.32272	1176.17
228.47134	1175.82
228.61996	1177.14
228.76859	1179.92
228.91721	1178.95
229.06583	1180.07
229.21445	1180.41
229.36307	1179.23
229.51167	1182.76
229.66029	1184.14
229.80891	1183.29
229.95753	1187.5
230.10616	1189.33
230.25478	1189.27
230.4034	1190.46
230.55202	1188.75
230.70064	1186.75
230.84926	1190.05
230.99788	1188.12
231.1465	1187.38
231.29512	1188.74
231.44374	1190.91
231.59236	1192.79
231.74098	1193.81
231.8896	1194.79
232.03822	1191.04
232.18684	1195.65
232.33546	1199.9
232.48409	1199.69
232.63271	1195.64
232.78133	1195.03
232.92995	1199.11
233.07855	1199.98
233.22717	1202.92
233.37579	1203.32
233.52441	1203.3
233.67303	1205.43
233.82166	1203.84
233.97028	1204.14
234.1189	1207.75
234.26752	1204.99
234.41614	1206.87
234.56476	1207.98
234.71338	1207.9
234.862	1211.94
235.01062	1214.24
235.15924	1213.8
235.30786	1213.86
235.45648	1214.21
235.6051	1215.1
235.75372	1213.57
235.90234	1216
236.05096	1215.12
236.19958	1215.51
236.34821	1218.55
236.49683	1219.48
236.64543	1219.1
236.79405	1218.82
236.94267	1217.88
237.09129	1215.02
237.23991	1215.99
237.38853	1215.14
237.53716	1216.65
237.68578	1222.81
237.8344	1226.14
237.98302	1227.46
238.13164	1226.79
238.28026	1227.44
238.42888	1221.32
238.5775	1219.75
238.72612	1223.11
238.87474	1223.66
239.02336	1220.23
239.17198	1217.47
239.3206	1224.33
239.46922	1223.3
239.61784	1219.23
239.76646	1223.67
239.91508	1226.38
240.06371	1226.94
240.21231	1230.35
240.36093	1228.41
240.50955	1225.89
240.65817	1226.26
240.80679	1229.94
240.95541	1230.87
241.10403	1234.18
241.25266	1235.87
241.40128	1230.37
241.5499	1227.78
241.69852	1228.24
241.84714	1230.35
241.99576	1230.8
242.14438	1229.45
242.293	1229.63
242.44162	1231.32
242.59024	1231.28
242.73886	1230
242.88748	1228.67
243.0361	1225.61
243.18472	1223.19
243.33334	1224.72
243.48196	1230.51
243.63058	1230.62
243.77919	1227.9
243.92781	1231.48
244.07643	1228.92
244.22505	1235.55
244.37367	1231.38
244.52229	1232.74
244.67091	1234.09
244.81953	1234
244.96815	1235.17
245.11678	1232.52
245.2654	1231.36
245.41402	1234.02
245.56264	1235.41
245.71126	1232.2
245.85988	1230.36
246.0085	1228.78
246.15712	1227.29
246.30574	1230.2
246.45436	1233.38
246.60298	1231.08
246.7516	1233.66
246.90022	1235.05
247.04884	1235.41
247.19745	1234.1
247.34607	1233.18
247.49469	1236.25
247.64331	1237.61
247.79193	1232.06
247.94055	1235.76
248.08917	1240.81
248.23779	1241.2
248.38641	1239.07
248.53503	1236.6
248.68365	1241.87
248.83228	1258.53
248.9809	1263.81
249.12952	1248.09
249.27814	1239.2
249.42676	1235.06
249.57538	1234.15
249.724	1237.39
249.87262	1234.86
250.02124	1225.25
250.16986	1229.32
250.31848	1234.45
250.4671	1233.86
250.61572	1233.48
250.76433	1232.14
250.91295	1233.21
251.06157	1237.61
251.21019	1238.52
251.35881	1233.46
251.50743	1228.52
251.65605	1230.72
251.80467	1231.83
251.95329	1234.83
252.10191	1235.09
252.25053	1233.73
252.39915	1234.71
252.54778	1231.5
252.6964	1233.99
252.84502	1235.44
252.99364	1238.81
253.14226	1234.12
253.29088	1230.41
253.4395	1232.77
253.58812	1231.4
253.73674	1230.3
253.88536	1237.14
254.03398	1235.73
254.1826	1230.06
254.33121	1235.36
254.47983	1240.52
254.62845	1236.38
254.77707	1230.78
254.92569	1228.49
255.07431	1234.12
255.22293	1232.13
255.37155	1223.81
255.52017	1225.04
255.66879	1230.31
255.81741	1230.97
255.96603	1230.99
256.11465	1232.06
256.26328	1230.66
256.4119	1230.28
256.56052	1228.17
256.70914	1230.37
256.85776	1230.92
257.00638	1229.63
257.155	1230.53
257.30362	1230.75
257.45224	1228.07
257.60086	1226.27
257.74948	1229.44
257.8981	1231.06
258.04672	1231.44
258.19534	1229.35
258.34396	1227.39
258.49258	1230.13
258.6412	1231.75
258.78983	1231.81
258.93845	1230.99
259.08707	1232.78
259.23569	1231.95
259.38431	1231.23
259.53293	1231.2
259.68152	1232.07
259.83014	1239.88
259.97876	1241.39
260.12738	1231.59
260.276	1231.14
260.42462	1238.35
260.57324	1241.37
260.72186	1239.02
260.87048	1234.85
261.0191	1232.49
261.16772	1235.37
261.31635	1233.75
261.46497	1226.77
261.61359	1228.07
261.76221	1228.12
261.91083	1225.26
262.05945	1228.39
262.20807	1233.08
262.35669	1230.75
262.50531	1227.3
262.65393	1229.95
262.80255	1229.28
262.95117	1231.54
263.09979	1232.31
263.24841	1228.97
263.39703	1230.93
263.54565	1231.32
263.69427	1229.54
263.8429	1231.31
263.99152	1232.86
264.14014	1229.63
264.28876	1231.56
264.43738	1237.6
264.586	1236.98
264.73462	1239
264.88324	1237.28
265.03186	1239.22
265.18048	1235.28
265.3291	1232.6
265.47772	1231.59
265.62634	1229.02
265.77496	1227.58
265.92358	1228.38
266.0722	1230.16
266.22083	1229.6
266.36945	1229.8
266.51807	1231.3
266.66666	1233.86
266.81528	1233.78
266.9639	1231.53
267.11252	1231.35
267.26114	1229.88
267.40976	1230.87
267.55838	1233.04
267.707	1232.67
267.85562	1230.98
268.00424	1230.49
268.15286	1231.27
268.30148	1231.39
268.4501	1231.04
268.59872	1233.52
268.74734	1233.61
268.89597	1231.27
269.04459	1228.42
269.19321	1230.48
269.34183	1233.55
269.49045	1233.17
269.63907	1233.13
269.78769	1227.8
269.93631	1229.19
270.08493	1228.8
270.23355	1230.39
270.38217	1232.43
270.53079	1233.34
270.67941	1233.92
270.82803	1233.68
270.97665	1233.41
271.12527	1237.03
271.2739	1238.18
271.42252	1234.95
271.57114	1231.77
271.71976	1234.26
271.86838	1237.4
272.017	1233.49
272.16562	1234.31
272.31424	1236.66
272.46286	1228.55
272.61148	1226.73
272.7601	1231.89
272.90872	1235.75
273.05734	1237.01
273.20596	1240.01
273.35458	1240.39
273.5032	1232.45
273.65182	1231.4
273.80042	1231.58
273.94904	1232.8
274.09766	1235.76
274.24628	1237.04
274.3949	1234.44
274.54352	1232.75
274.69214	1238.25
274.84076	1237.58
274.98938	1235.85
275.138	1236.82
275.28662	1236.15
275.43524	1239.54
275.58386	1245.07
275.73248	1241.08
275.8811	1236.48
276.02972	1236.6
276.17834	1234.39
276.32697	1234.39
276.47559	1237.86
276.62421	1239.8
276.77283	1240.6
276.92145	1244.03
277.07007	1243.97
277.21869	1238.69
277.36731	1235.46
277.51593	1240.71
277.66455	1236.98
277.81317	1237.5
277.96179	1247.02
278.11041	1247.33
278.25903	1242.67
278.40765	1240.94
278.55627	1244.22
278.7049	1248.33
278.85352	1247.26
279.00214	1245.01
279.15076	1248.92
279.29938	1252.46
279.448	1247.94
279.59662	1244.05
279.74524	1241.75
279.89386	1244.74
280.04248	1247.55
280.1911	1249.22
280.33972	1247.54
280.48834	1245.92
280.63696	1251.2
280.78558	1255.68
280.93417	1252.94
281.08279	1250.15
281.23141	1251.58
281.38004	1253.42
281.52866	1253.01
281.67728	1253.76
281.8259	1254.71
281.97452	1249.99
282.12314	1249.59
282.27176	1256.28
282.42038	1257.12
282.569	1256.58
282.71762	1257.46
282.86624	1259.28
283.01486	1259.25
283.16348	1256.41
283.3121	1260.13
283.46072	1265.63
283.60934	1263.92
283.75797	1261.42
283.90659	1260.5
284.05521	1260.76
284.20383	1262.52
284.35245	1264.51
284.50107	1265.54
284.64969	1261.38
284.79831	1262.2
284.94693	1261.42
285.09555	1260.59
285.24417	1261.74
285.39279	1261.75
285.54141	1260.95
285.69003	1263.44
285.83865	1264.42
285.98727	1266.67
286.13589	1271.06
286.28452	1273.14
286.43314	1269.35
286.58176	1265.16
286.73038	1266.04
286.879	1268.41
287.02762	1274.55
287.17624	1276.21
287.32486	1271.4
287.47348	1271.98
287.6221	1272.78
287.77072	1273.59
287.91931	1275.32
288.06793	1271.32
288.21655	1271.76
288.36517	1277.78
288.51379	1280.8
288.66241	1276.86
288.81104	1280.39
288.95966	1285
289.10828	1282.34
289.2569	1282.84
289.40552	1285.07
289.55414	1286.44
289.70276	1285.58
289.85138	1281.2
290	1284.22
290.14862	1289.12
290.29724	1291.01
290.44586	1290.98
290.59448	1287.43
290.7431	1293.83
290.89172	1291.35
291.04034	1292.23
291.18896	1290.05
291.33759	1290.73
291.48621	1292.96
291.63483	1292.88
291.78345	1297.6
291.93207	1299.85
292.08069	1295.37
292.22931	1294.25
292.37793	1295.92
292.52655	1296.58
292.67517	1299.01
292.82379	1300.27
292.97241	1298.24
293.12103	1301.19
293.26965	1298.09
293.41827	1302.89
293.56689	1307.49
293.71552	1306.1
293.86414	1306.22
294.01276	1307.11
294.16138	1306.71
294.31	1311.32
294.45862	1312.66
294.60724	1309.26
294.75586	1303.63
294.90448	1307.59
295.05307	1310.82
295.20169	1314.51
295.35031	1317.98
295.49893	1313.71
295.64755	1320.11
295.79617	1319.94
295.94479	1323.96
296.09341	1323.53
296.24203	1322.45
296.39066	1321.55
296.53928	1319.39
296.6879	1317.88
296.83652	1318.51
296.98514	1321.56
297.13376	1318.4
297.28238	1320.62
297.431	1321.67
297.57962	1326.88
297.72824	1336.95
297.87686	1337.72
298.02548	1329.77
298.1741	1330.15
298.32272	1337.61
298.47134	1338.52
298.61996	1334.85
298.76859	1332.55
298.91721	1332.59
299.06583	1336.86
299.21445	1341.94
299.36307	1338.07
299.51169	1341.28
299.66031	1345.23
299.80893	1347.22
299.95755	1346.22
300.10617	1343.67
300.25479	1342.13
300.40341	1342.9
300.55203	1344.34
300.70065	1343.81
300.84927	1350.36
300.99789	1350.81
301.14651	1351.14
301.29514	1350.46
301.44376	1350.24
301.59238	1351.67
301.741	1351.12
301.88962	1350.84
302.03821	1350.66
302.18683	1355.41
302.33545	1364.07
302.48407	1363.87
302.63269	1357.03
302.78131	1353.9
302.92993	1358.89
303.07855	1366.39
303.22717	1361.61
303.37579	1363.31
303.52441	1368.11
303.67303	1369.03
303.82166	1363.4
303.97028	1362.67
304.1189	1369.05
304.26752	1371.23
304.41614	1371.68
304.56476	1369.36
304.71338	1372.33
304.862	1372.99
305.01062	1373.73
305.15924	1375.37
305.30786	1377.52
305.45648	1378.29
305.6051	1373.85
305.75372	1373.94
305.90234	1377.1
306.05096	1382.8
306.19958	1382.09
306.34821	1383.61
306.49683	1388.74
306.64545	1389.28
306.79407	1388.09
306.94269	1382.93
307.09131	1389.31
307.23993	1408.2
307.38855	1431.88
307.53717	1444.14
307.68579	1451.65
307.83441	1459.04
307.98303	1459.56
308.13165	1454.9
308.28027	1438.59
308.42889	1423.42
308.57751	1414.36
308.72614	1413.61
308.87476	1419.62
309.02338	1428.3
309.17197	1436.28
309.32059	1440.06
309.46921	1437.87
309.61783	1436.66
309.76645	1433.73
309.91507	1452.51
310.06369	1476.52
310.21231	1483.46
310.36093	1477.6
310.50955	1477.03
310.65817	1481.8
310.80679	1470.13
310.95541	1470.68
311.10403	1467.27
311.25266	1465.09
311.40128	1462.23
311.5499	1462.96
311.69852	1469.29
311.84714	1465.63
311.99576	1458.4
312.14438	1459.89
312.293	1460.47
312.44162	1458.21
312.59024	1456.34
312.73886	1462.33
312.88748	1465.77
313.0361	1453.89
313.18472	1459.9
313.33334	1467.75
313.48196	1465.4
313.63058	1458.36
313.77921	1462.53
313.92783	1469.1
314.07645	1466.94
314.22507	1463.37
314.37369	1463
314.52231	1462.33
314.67093	1458.25
314.81955	1462.66
314.96817	1463.79
315.11679	1460.77
315.26541	1464.05
315.41403	1467.67
315.56265	1465.92
315.71127	1472.13
315.85989	1473.66
316.00851	1471.04
316.15714	1475.49
316.30573	1478.19
316.45435	1474.84
316.60297	1472.45
316.75159	1472.06
316.90021	1469.23
317.04883	1474.55
317.19745	1473.95
317.34607	1478.97
317.49469	1475.58
317.64331	1475.48
317.79193	1480.03
317.94055	1476.53
318.08917	1470.17
318.23779	1470.19
318.38641	1483.06
318.53503	1478.93
318.68365	1477.86
318.83228	1473.57
318.9809	1473.95
319.12952	1478.09
319.27814	1477.95
319.42676	1487.69
319.57538	1488.55
319.724	1488.45
319.87262	1483.62
320.02124	1478.81
320.16986	1479.58
320.31848	1483.39
320.4671	1488.16
320.61572	1490.49
320.76434	1483.09
320.91296	1485.26
321.06158	1498.14
321.21021	1498.27
321.35883	1495.22
321.50745	1487.07
321.65607	1481.22
321.80469	1489.04
321.95331	1490.2
322.10193	1485.48
322.25055	1491
322.39917	1502.39
322.54779	1499.05
322.69641	1496.16
322.84503	1497.88
322.99365	1494.81
323.14227	1496.46
323.29086	1505.13
323.43948	1504.65
323.5881	1494.78
323.73672	1493.67
323.88535	1502.42
324.03397	1503
324.18259	1498.56
324.33121	1501.65
324.47983	1504.85
324.62845	1506.1
324.77707	1507.91
324.92569	1511.56
325.07431	1515.31
325.22293	1512.42
325.37155	1506.71
325.52017	1508.92
325.66879	1515.29
325.81741	1513.86
325.96603	1518.73
326.11465	1522.48
326.26328	1525.36
326.4119	1519.05
326.56052	1515.85
326.70914	1523.35
326.85776	1529.08
327.00638	1532.4
327.155	1534.69
327.30362	1528.54
327.45224	1533.44
327.60086	1536.04
327.74948	1527.82
327.8981	1524.61
328.04672	1532.36
328.19534	1536.2
328.34396	1532.04
328.49258	1536.44
328.6412	1543.15
328.78983	1546.81
328.93845	1545.69
329.08707	1548.63
329.23569	1556.61
329.38431	1556.85
329.53293	1548.85
329.68155	1553.34
329.83017	1559.07
329.97879	1549.37
330.12741	1545.69
330.27603	1548.92
330.42462	1550.91
330.57324	1550.69
330.72186	1553.42
330.87048	1561.19
331.0191	1563.87
331.16772	1574.3
331.31635	1585.9
331.46497	1584.75
331.61359	1573.01
331.76221	1562.67
331.91083	1568.62
332.05945	1583.42
332.20807	1569.45
332.35669	1566.9
332.50531	1567.23
332.65393	1570.21
332.80255	1575.29
332.95117	1574.84
333.09979	1571.83
333.24841	1575.15
333.39703	1576.01
333.54565	1575.11
333.69427	1577.98
333.8429	1579.16
333.99152	1572.3
334.14014	1572.15
334.28876	1579.41
334.43738	1581.95
334.586	1584.69
334.73462	1585.6
334.88324	1583.76
335.03186	1584
335.18048	1587.12
335.3291	1598.77
335.47772	1627.92
335.62634	1638.19
335.77496	1612.03
335.92358	1600.04
336.0722	1593.42
336.22083	1585.06
336.36945	1584.94
336.51807	1589.97
336.66669	1600.04
336.81531	1630.57
336.96393	1673.18
337.11255	1685.42
337.26117	1657.94
337.40979	1636.66
337.55838	1608.28
337.707	1600.09
337.85562	1608.8
338.00424	1616.59
338.15286	1619.7
338.30148	1618.77
338.4501	1611.5
338.59872	1613.67
338.74734	1613.01
338.89597	1605.79
339.04459	1610.3
339.19321	1613.43
339.34183	1609.88
339.49045	1613.25
339.63907	1619.63
339.78769	1619.75
339.93631	1621.22
340.08493	1618.1
340.23355	1612.44
340.38217	1611.27
340.53079	1613.85
340.67941	1618.12
340.82803	1619.39
340.97665	1611.4
341.12527	1605.97
341.2739	1616.46
341.42252	1621.51
341.57114	1623.15
341.71976	1622.02
341.86838	1622.11
342.017	1622.65
342.16562	1619.38
342.31424	1620.43
342.46286	1623.26
342.61148	1623.62
342.7601	1624.94
342.90872	1624.33
343.05734	1628.36
343.20596	1631.02
343.35458	1627.24
343.5032	1629.81
343.65182	1633.89
343.80045	1635.6
343.94907	1641.29
344.09769	1643.33
344.24631	1642.42
344.39493	1641.32
344.54352	1643.8
344.69214	1648.72
344.84076	1645.3
344.98938	1646.82
345.138	1651.59
345.28662	1647.01
345.43524	1646.99
345.58386	1648.4
345.73248	1651.41
345.8811	1653.8
346.02972	1652.53
346.17834	1664.2
346.32697	1660.88
346.47559	1657.48
346.62421	1658.61
346.77283	1659.98
346.92145	1661.44
347.07007	1664.04
347.21869	1666.1
347.36731	1667.54
347.51593	1669.13
347.66455	1665.63
347.81317	1660.93
347.96179	1662.56
348.11041	1670.19
348.25903	1676.84
348.40765	1676.34
348.55627	1669.8
348.7049	1667.4
348.85352	1672.41
349.00214	1673.15
349.15076	1672.93
349.29938	1677.37
349.448	1683.41
349.59662	1682.12
349.74524	1681.44
349.89386	1688.34
350.04248	1685.82
350.1911	1685.8
350.33972	1685.84
350.48834	1684.87
350.63696	1685.81
350.78558	1691
350.9342	1696.26
351.08282	1699.62
